lessonId,route,title,catalog,mainTopic,subtopic,conceptId,existingType,newPrimaryType,interactionFormats,engine,currentAdapter,currentPresetSpecificity,targetPresetSpecificity,contentQuality,mathematicalReview,priority,applicabilityOfLearn,applicabilityOfExplore,applicabilityOfPractice,applicabilityOfChallenge,applicabilityOfInvestigation,applicabilityOfVisualProof,applicabilityOfAssessment,applicabilityOfRevision,notes
phase1-class-9-euclidean-geometry-02-euclid-s-five-postulates,/lessons/school/class-9/class-9-euclidean-geometry-euclid-s-five-postulates,Euclid's Five Postulates,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.euclid-s-five-postulates,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-euclidean-geometry-03-equivalent-forms-of-the-fifth-postulate,/lessons/school/class-9/class-9-euclidean-geometry-equivalent-forms-of-the-fifth-postulate,Equivalent Forms of the Fifth Postulate,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.equivalent-forms-of-the-fifth-postulate,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-euclidean-geometry-04-axiom-versus-theorem,/lessons/school/class-9/class-9-euclidean-geometry-axiom-versus-theorem,Axiom versus Theorem,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.axiom-versus-theorem,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-euclidean-geometry-05-proof-structure-and-logical-statements,/lessons/school/class-9/class-9-euclidean-geometry-proof-structure-and-logical-statements,Proof Structure and Logical Statements,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.proof-structure-and-logical-statements,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-euclidean-geometry-06-vertically-opposite-angles,/lessons/school/class-9/class-9-euclidean-geometry-vertically-opposite-angles,Vertically Opposite Angles,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.vertically-opposite-angles,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-euclidean-geometry-07-linear-pair-axiom-and-converse,/lessons/school/class-9/class-9-euclidean-geometry-linear-pair-axiom-and-converse,Linear Pair Axiom and Converse,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.linear-pair-axiom-and-converse,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-euclidean-geometry-08-corresponding-angles,/lessons/school/class-9/class-9-euclidean-geometry-corresponding-angles,Corresponding Angles,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.corresponding-angles,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-euclidean-geometry-09-alternate-interior-angles,/lessons/school/class-9/class-9-euclidean-geometry-alternate-interior-angles,Alternate Interior Angles,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.alternate-interior-angles,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-euclidean-geometry-10-interior-angles-on-the-same-side,/lessons/school/class-9/class-9-euclidean-geometry-interior-angles-on-the-same-side,Interior Angles on the Same Side,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.interior-angles-on-the-same-side,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-euclidean-geometry-11-parallel-line-converse-theorems,/lessons/school/class-9/class-9-euclidean-geometry-parallel-line-converse-theorems,Parallel Line Converse Theorems,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.parallel-line-converse-theorems,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-euclidean-geometry-12-triangle-angle-sum-theorem,/lessons/school/class-9/class-9-euclidean-geometry-triangle-angle-sum-theorem,Triangle Angle Sum Theorem,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.triangle-angle-sum-theorem,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-euclidean-geometry-13-exterior-angle-theorem,/lessons/school/class-9/class-9-euclidean-geometry-exterior-angle-theorem,Exterior Angle Theorem,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.exterior-angle-theorem,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-triangle-proofs-01-sas-congruence,/lessons/school/class-9/class-9-triangle-proofs-sas-congruence,SAS Congruence,school,Triangle Proofs,Triangle Proofs,triangle-proofs.triangle-proofs.sas-congruence,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-triangle-proofs-02-asa-congruence,/lessons/school/class-9/class-9-triangle-proofs-asa-congruence,ASA Congruence,school,Triangle Proofs,Triangle Proofs,triangle-proofs.triangle-proofs.asa-congruence,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-triangle-proofs-03-aas-congruence,/lessons/school/class-9/class-9-triangle-proofs-aas-congruence,AAS Congruence,school,Triangle Proofs,Triangle Proofs,triangle-proofs.triangle-proofs.aas-congruence,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-triangle-proofs-04-sss-congruence,/lessons/school/class-9/class-9-triangle-proofs-sss-congruence,SSS Congruence,school,Triangle Proofs,Triangle Proofs,triangle-proofs.triangle-proofs.sss-congruence,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-triangle-proofs-05-rhs-congruence,/lessons/school/class-9/class-9-triangle-proofs-rhs-congruence,RHS Congruence,school,Triangle Proofs,Triangle Proofs,triangle-proofs.triangle-proofs.rhs-congruence,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-triangle-proofs-06-equal-sides-and-equal-angles,/lessons/school/class-9/class-9-triangle-proofs-equal-sides-and-equal-angles,Equal Sides and Equal Angles,school,Triangle Proofs,Triangle Proofs,triangle-proofs.triangle-proofs.equal-sides-and-equal-angles,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-triangle-proofs-07-triangle-inequality,/lessons/school/class-9/class-9-triangle-proofs-triangle-inequality,Triangle Inequality,school,Triangle Proofs,Triangle Proofs,triangle-proofs.triangle-proofs.triangle-inequality,VISUAL_EXPLORATION,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
